RACV July 2022 guide re-run — transcribed by Claude direct from Racv book 22 Drive photos (full-res, rotated)
Session date: 2026-07-14
Columns: make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page
SUZUKI,SUPER,All variants,1985 to 1990,,,2383,,,,129
SUZUKI,SWIFT,All variants,1984 to 2000,,,2383,,,,129
SUZUKI,SWIFT,EZ,2005 to 2011,,,2137,5511,Can fit 2138 with customer agreement.,,129
SUZUKI,SWIFT,"EZ, Sport",2005 to 2011,,,2137,5511,,,129
SUZUKI,SWIFT,FZ,2011 to 2016,,,2138 2384,,"Some fit 2138, some fit 2384.",,129
SUZUKI,SWIFT,"AL, AZ",2017 to 2019,,,2138,,,,129
SUZUKI,SWIFT,AZ Series 2,2020 onward,,,2138,,,,129
SUZUKI,SX4,GY,2007 onward,,,2137 2138,5511,,,129
SUZUKI,VITARA,4 Cyl,1988 to 1994,,2502,2544,,Check bonnet clearance.,,129
SUZUKI,VITARA,4 Cyl,1995 to 2000,,,2136,,Check bonnet clearance.,,129
--- page 129 row count: 31 (photo verified top-to-bottom; p128 tail rows visible above binding: GRAND VITARA All variants 1998-2005 = 2502/2544; GRAND VITARA JT DDIS Diesel 2005 onward = 4504/5582; GRAND VITARA JT Petrol 2005 onward = 2544) ---

=== PAGE 128 ===
SUBARU,RX,All variants,1985 to 1987,,,2138,,,,128
SUBARU,SHERPA,All variants,1982 to 1989,,,2382,,,,128
SUBARU,SKIWAGON,All variants,1987 to 1990,,,2384,,,,128
SUBARU,SKIWAGON,All variants,1988 to 1990,,,2384,,,,128
SUBARU,SPORTSWAGON,All variants,1987 to 1990,,,2384,,,,128
SUBARU,SUMMERWAGON,All variants,1989 to 1990,,,2384,,,,128
SUBARU,SVX,All variants,1992 to 1997,,,2543,,,,128
SUBARU,TRIBECA,3.0L,2006 to 2014,,,2544,,,,128
SUBARU,TRIBECA,3.6L,2006 to 2014,,,2544,,,,128
SUBARU,WRX,"STI, 2.5L",2014 onward,,,2544,4032,4032 is alternate fitment option.,,128
SUBARU,WRX,"WRX, 2.0L",2014 onward,,,2544,4032,4032 is alternate fitment option.,,128
SUBARU,XT,All variants,1985 to 1989,,,2384,,,,128
SUBARU,XV,All variants,2012 to 2019,,,,4032,"Stop Start, must use EFB.",,128
SUBARU,XV,"2.0L, Petrol",2020 onward,,,,4032,,,128
SUBARU,XV,Hybrid,2020 onward,,,2544,,"Dual batteries. 2544 starting battery on passenger side. Connect jumpstarter to 2544. Stop start battery on driver side, refer to OEM.",,128
SUZUKI,ALTO,All variants,1985 to 1989,,,2382,,,,128
SUZUKI,ALTO,All variants,1996 to 1999,,,2382,,,,128
SUZUKI,ALTO,GL,2009 onward,,,2383,,,,128
SUZUKI,APV,GD,2006 to 2012,,,2137,,,,128
SUZUKI,BALENO,All variants,1995 to 2001,,,2384,,,,128
SUZUKI,BALENO,"1.0L, Turbo, Petrol",2016 onward,,,2136,,,,128
SUZUKI,BALENO,"1.4L, Petrol",2016 onward,,,2384,,,,128
SUZUKI,CARRY,All variants,1976 to 1985,,,2384,,,,128
SUZUKI,CARRY,All variants,1999 to 2005,,,2384 2138,,,,128
SUZUKI,CELERIO,All variants,2015 onward,,,2138,,,,128
SUZUKI,GRAND VITARA,All variants,1998 to 2005,,2502,2544,,,,128
SUZUKI,GRAND VITARA,"JT, DDIS, Diesel",2005 onward,,4504,,5582,,,128
SUZUKI,GRAND VITARA,"JT, Petrol",2005 onward,,,2544,,,,128
--- page 128 row count: 28 (photo verified top-to-bottom; matches tail rows seen on p129 photo) ---

=== PAGE 127 ===
SUBARU,LIBERTY,"BD, BG, BK",1994 to 1999,,,2384,,,,127
SUBARU,LIBERTY,B4,1998 to 2003,,,2544,,,,127
SUBARU,LIBERTY,"BE, BH, BT",1998 to 2003,,,2384,,,,127
SUBARU,LIBERTY,"BL, BP 2.0i, R",2003 to 2009,,,2138,,,,127
SUBARU,LIBERTY,"BL, BP, 2.5i",2003 to 2009,,,2138,,,,127
SUBARU,LIBERTY,"BL, BP, 3.0L V6",2003 to 2009,,,2544,4032,4032 is alternate fitment option.,,127
SUBARU,LIBERTY,"BL, BP, GT, Turbo",2003 to 2009,,,2544,4032,4032 is alternate fitment option.,,127
SUBARU,LIBERTY,"BM, BR, 2.5i",2009 to 2010,,,2137 2383/2543,,"Some variants fit 2543, some fit 2383 or 2137.",,127
SUBARU,LIBERTY,"BM, BR, 3.6LR, V6",2009 to 2010,,,2543,,,,127
SUBARU,LIBERTY,"BM, BR, Exiga",2009 to 2010,,,2544,4032,"Some variants fit 2543, some fit 2544.",,127
SUBARU,LIBERTY,"BM, BR, 2.5i",2011 to 2014,,,2543,,,,127
SUBARU,LIBERTY,"BM, BR, 3.6LR, V6",2011 to 2014,,,2543,,,,127
SUBARU,LIBERTY,"BM, BR, Exiga",2011 to 2014,,,2544,4032,4032 is alternate fitment option.,,127
SUBARU,LIBERTY,2.5i,2015 onward,,,,4031,Must use EFB.,,127
SUBARU,LIBERTY,"3.6L, 6 Cyl",2015 onward,,4503,,,,,127
SUBARU,OUTBACK,All variants,1994 to 1998,,,2138,,,,127
SUBARU,OUTBACK,All variants,1999 to 2003,,,2544,,,,127
SUBARU,OUTBACK,"2.5i, Luxury, 4Cyl.",2003 to 2009,,,2384,,,,127
SUBARU,OUTBACK,"3.0LR, H6, 6Cyl.",2003 to 2009,,,2544,,,,127
SUBARU,OUTBACK,"2.5i, Petrol, MY 11",2009 to 2011,,,2543,,Build date from mid 2010.,,127
SUBARU,OUTBACK,"2.5i, Petrol, MY10",2009 to 2011,,,2137 2383,,Build date before mid 2010.,,127
SUBARU,OUTBACK,"3.6LR, Petrol",2009 to 2011,,,2543,,,,127
SUBARU,OUTBACK,Diesel,2009 to 2011,,4503,,,,,127
SUBARU,OUTBACK,Diesel,2011 to 2014,,4503,,,,,127
SUBARU,OUTBACK,Petrol,2011 to 2014,,,2543,,,,127
SUBARU,OUTBACK,"2.5L, 4 Cyl, Petrol",2014 to 2020,,,,4031,"Stop Start, must use EFB.",,127
SUBARU,OUTBACK,"3.6L, 6 Cyl, Petrol",2014 to 2020,,4503,,,,,127
SUBARU,OUTBACK,Diesel,2014 to 2020,,,,,"Must use EFB 4081, sourced locally, refer to MasterFit. Stop-Start is from MY18 but previous has S95 EFB.",,127
SUBARU,OUTBACK,"6GEN, All variants",2020 onward,,,,4032,,,127
--- page 127 row count: 29 (photo verified top-to-bottom) ---

=== PAGE 126 ===
SUBARU,1400,All variants,1973 to 1975,,,2384,,,,126
SUBARU,BRUMBY,All variants,1978 to 1994,,5375,2384 2541,,,,126
SUBARU,BRZ,All variants,2012 onward,,,2543,,,,126
SUBARU,DL,All variants,1973 to 1995,,,2384,,,,126
SUBARU,FF-1,Leone,1970 to 1971,,,2138,,,,126
SUBARU,FIORI,All variants,1989 to 1992,,,2384,,,,126
SUBARU,FORESTER,SF,1997 to 2002,,2508,,,,,126
SUBARU,FORESTER,SG,2002 to 2008,,,2544,4032,4032 is alternate fitment option.,,126
SUBARU,FORESTER,SH Diesel,2008 to 2013,,4504,,5582,,,126
SUBARU,FORESTER,SH Petrol,2008 to 2013,,,2544,4032,4032 is alternate fitment option.,,126
SUBARU,FORESTER,"SJ, 2.0D, Diesel",2013 to 2018,,4504,,5582,,,126
SUBARU,FORESTER,"SJ, 2.0i, Petrol",2013 to 2018,,,,4032,"Stop Start, must use EFB.",,126
SUBARU,FORESTER,"SJ, 2.0LXT, Petrol",2013 to 2018,,,2544,4032,4032 is alternate fitment option.,,126
SUBARU,FORESTER,"SJ, 2.5i, Petrol",2013 to 2018,,,,4032,"Stop Start, must use EFB.",,126
SUBARU,FORESTER,"S5, Hybrid",2019 onward,,,,,"Dual batteries. 2544 starting battery on passenger side. Connect jumpstarter to 2544. Stop start battery on driver side, refer to OEM.",,126
SUBARU,FORESTER,"SK, 2.5i, Petrol",2019 onward,,,,4032,,,126
SUBARU,GF,Leone,1975 to 1978,,,2138,,,,126
SUBARU,GL,Leone,1973 to 1995,,,2138,,,,126
SUBARU,IMPREZA,All variants,1992 to 2000,,,2384,,,,126
SUBARU,IMPREZA,WRX,1992 to 2000,,,2544,,,,126
SUBARU,IMPREZA,All variants,2000 to 2007,,,2384 2138,,,,126
SUBARU,IMPREZA,WRX,2000 to 2007,,,2544,,,,126
SUBARU,IMPREZA,"R, RS, RX",2007 to 2013,,,2544 2384,,Some vehicles use 2384.,,126
SUBARU,IMPREZA,WRX,2007 to 2013,,,2544,4032,4032 is alternate fitment option.,,126
SUBARU,IMPREZA,All variants,2012 to 2015,,,,4032,"Stop Start, must use EFB.",,126
SUBARU,IMPREZA,All variants,2016 onward,,,,4032,"Stop Start, must use EFB.",,126
SUBARU,IMPREZA,All variants,2016 onward,,,,4032,"Stop Start, must use EFB.",,126
SUBARU,LEONE,All variants,1979 to 1990,,,2384,,,,126
SUBARU,LEVORG,All variants,2016 onward,,,2544,4032,Stop Start variants must use EFB.,,126
SUBARU,LIBERTY,"BC, BJ, BF",1989 to 1994,,,2384,,,,126
--- page 126 row count: 30 (photo verified top-to-bottom; note guide prints two identical IMPREZA All variants 2016 onward rows) ---

=== PAGE 125 ===
SKODA,YETI,Petrol,2011 onward,,3554 3664,,5526 5536,,,125
SKODA,YETI,"TDI, Diesel",2011 onward,,3554 3664,,5526 5536,,,125
SMART,CABRIO,All variants,2003 to 2004,,3372 5344,3552,,,,125
SMART,CITY COUPE,All variants,2003 to 2004,,3372 5344,,,,,125
SMART,FORFOUR,All variants,2004 to 2007,,3372 5344,,,,,125
SMART,FORTWO,All variants,2004 to 2013,,5344,,5526,Battery under passenger floor. Stop Start variant requires AGM - refer to Workshop.,,125
SMART,FORTWO,All variants,2013 onward,,3554,,5526,Battery under passenger floor. Stop Start variant requires AGM - refer to Workshop.,,125
SMART,ROADSTER,All variants,2003 to 2007,,5344,,,,,125
SSANGYONG,ACTYON,All variants,2007 onward,,4703,,5593,,,125
SSANGYONG,ACTYON SPORTS,All variants,2007 onward,,4703,,5593,,,125
SSANGYONG,CHAIRMAN,All variants,2005 to 2007,,,3884,3888,,,125
SSANGYONG,KORANDO,All variants,1998 to 1999,,4503,,,,,125
SSANGYONG,KORANDO,All variants,2004 to 2018,,4703,,5593,,,125
SSANGYONG,KORANDO,All variants,2019 onward,,3554,,,,,125
SSANGYONG,KYRON,All variants,2006 to 2012,,4703,,5593,,,125
SSANGYONG,MUSSO,All variants,1996 to 1998,,4703,,5593,,,125
SSANGYONG,MUSSO,All variants,2004 to 2007,,4703,,5593,,,125
SSANGYONG,MUSSO,Diesel,2018 onward,,4703,,5593,,,125
SSANGYONG,REXTON,All variants,2003 to 2008,,4703,,5593,,,125
SSANGYONG,REXTON,Y200,2008 to 2017,,4703,,5593,,,125
SSANGYONG,REXTON,"Y400, All variants",2018 onward,,4703,,5593,,,125
SSANGYONG,STAVIC,A100,2004 onward,,4703,,5593,,,125
SSANGYONG,TIVOLI,"X100, Diesel",2018 onward,,4504,,,,,125
SSANGYONG,TIVOLI,"X100, Petrol",2018 onward,,4504,,,,,125
--- page 125 row count: 24 (photo verified top-to-bottom; p124 tail rows visible above binding: SKODA SUPERB NP Diesel 2016 onward = 5536 "Stop Start, must use AGM." Yes; SKODA SUPERB NP Petrol 2016 onward = 4036 "Stop Start, must use EFB." Yes) ---

=== PAGE 124 ===
SEAT,CORDOBA,All variants,1995 to 1999,,,3662,,,,124
SEAT,IBIZA,"1.4L, CLX",1995 to 1999,,,3552,,,,124
SEAT,IBIZA,"2.0L, GTi, Sport",1995 to 1999,,,3662,,,,124
SEAT,TOLEDO,All variants,1995 to 1999,,3664,,5536,,,124
SKODA,120,All variants,1979 to 1983,,2501,2541,,,,124
SKODA,1000,All variants,1965 to 1969,,3372,,,,,124
SKODA,FABIA,"Petrol, 1.2L",2011 to 2015,,5344,,,,Yes,124
SKODA,FABIA,"RS, L.E, Petrol, 1.4L",2011 to 2015,,3554,,5526,,Yes,124
SKODA,FABIA,All variants,2015 onward,,,,4026,Must use EFB.,Yes,124
SKODA,KAROQ,All variants,2018 onward,,,,4036,,Yes,124
SKODA,KODIAQ,Diesel,2017 onward,,,,5536,,Yes,124
SKODA,KODIAQ,Petrol,2017 onward,,,,4036,,Yes,124
SKODA,OCTAVIA,"1Z, Diesel",2007 to 2013,,3554 3664,,5526 5536,,Yes,124
SKODA,OCTAVIA,"1Z, Petrol",2007 to 2013,,3664,,5536,,Yes,124
SKODA,OCTAVIA,"1Z, Scout, Diesel",2007 to 2013,,3664,,5536,,Yes,124
SKODA,OCTAVIA,"NE, Diesel",2013 onward,,,,5536,"Stop Start, must use AGM.",Yes,124
SKODA,OCTAVIA,"NE, Petrol",2013 onward,,,,4036,"Stop Start, must use EFB.",Yes,124
SKODA,RAPID,All variants,2014 onward,,,,4026,"Stop Start, must use EFB.",,124
SKODA,ROOMSTER,"1.9L TDI, Diesel",2007 to 2010,,3554,,5526,,,124
SKODA,ROOMSTER,Petrol,2007 to 2010,,3554,,5526,,,124
SKODA,ROOMSTER,Petrol,2012 onward,,3554,,5526,,,124
SKODA,S100,All variants,1974 to 1978,,3372,,,,,124
SKODA,S110,All variants,1974 to 1978,,3372,,,,,124
SKODA,SUPERB,"3T, 4 Cyl, Petrol",2009 to 2016,,3664,,5536,Some variants require AGM.,Yes,124
SKODA,SUPERB,"3T, Diesel",2009 to 2016,,3664,,5536,Some variants require AGM.,Yes,124
SKODA,SUPERB,"3T, V6 Petrol",2009 to 2016,,,3772,5556,Battery in boot. Some variants require AGM.,Yes,124
SKODA,SUPERB,"NP, Diesel",2016 onward,,,,5536,"Stop Start, must use AGM.",Yes,124
SKODA,SUPERB,"NP, Petrol",2016 onward,,,,4036,"Stop Start, must use EFB.",Yes,124
--- page 124 row count: 28 (photo verified; Reg-Required column alignment double-checked via zoom — Yes flags start at FABIA 1.2L, not at 1000; RAPID has no Yes) ---

=== PAGE 123 ===
ROLLS-ROYCE,SILVER,All variants,1960 to 1981,,4703,,5593,,,123
ROLLS-ROYCE,SILVER,All variants,1981 to 1995,,4503,,,,,123
ROLLS-ROYCE,SILVER,All variants,1996 to 2002,,3664,3884,5536 3888,,,123
ROLLS-ROYCE,WRAITH,All variants,2015 onward,,,,3888,,,123
ROVER,75,All variants,2001 to 2005,,,3662,,,,123
ROVER,825,All variants,1987 to 1988,,,2135,,,,123
ROVER,827,All variants,1988 to 1991,,,2135,,,,123
ROVER,2000,All variants,1965 to 1973,,2501,2541,,,,123
ROVER,3500,All variants,1969 to 1987,,4503,,,,,123
ROVER,3 LITRE,All variants,1960 to 1968,,4703,,5593,,,123
ROVER,3.5 LITRE,All variants,1968 to 1972,,2501,2541,,,,123
ROVER,416i,All variants,1986 to 1989,,2502,2542,,,,123
ROVER,QUINTET,All variants,1983 to 1986,,,2135,,,,123
SAAB,99,All variants,1971 to 1979,,,2543,,,,123
SAAB,900,All variants,1979 to 1986,,2501,2543,,,,123
SAAB,900,All variants,1987 to 1993,,4503,,,Check battery tray.,,123
SAAB,900,All variants,1994 to 1998,,3554,,5526,Check battery tray.,,123
SAAB,9000,4 Cyl,1986 to 1998,,3554,,5526,Check battery tray.,,123
SAAB,9000,V6,1995 to 1998,,,3662,,Check battery tray.,,123
SAAB,9-FIVE,Diesel,1997 to 2012,,,3884,3888,,,123
SAAB,9-FIVE,Petrol,1997 to 2012,,3664,,5536,,,123
SAAB,9-THREE,All variants,1998 to 2002,,3554,,5526,,,123
SAAB,9-THREE,All variants,2003 to 2006,,,3662,,,,123
SAAB,9-THREE,"Series II, Diesel",2006 to 2012,,3664,,5536,,,123
SAAB,9-THREE,"Series II, Petrol",2006 to 2012,,3664,,5536,,,123
SAAB,TURBO X,All variants,2008 to 2009,,,3552 3662,,Check battery tray.,,123
--- page 123 row count: 26 (photo verified; same print quirk as p130: ROVER band printed above the final Rolls-Royce rows (Silver/Wraith) — assigned to ROLLS-ROYCE; Rover models start at 75) ---

=== PAGE 122 ===
RENAULT,MEGANE,"X95, 2D Cabriolet, Petrol",2010 to 2013,,3664,,5536,,,122
RENAULT,MEGANE,"X95, 3D Hatch, RS Sport, Petrol, Stop Start",2010 to 2013,,,,5536,"Stop Start, must use AGM.",,122
RENAULT,MEGANE,"95, Diesel",2013 to 2016,,3664,,5536,,,122
RENAULT,MEGANE,"95, Petrol",2013 to 2016,,3664,,5536,,,122
RENAULT,MEGANE,"95, Stop Start, Petrol",2013 to 2016,,,,5536,"Stop Start, must use AGM.",,122
RENAULT,MEGANE,"1.2L, 1.6L Petrol",2016 onward,,,,4036,Must use EFB.,,122
RENAULT,MEGANE,RS,2016 onward,,,,,LN1 AGM battery. Refer to OEM.,,122
RENAULT,MEGANE,RS TROPHY,2016 onward,,,,,OEM battery is super cap battery. Refer to OEM.,,122
RENAULT,R25,All variants,1985 to 1989,,2501,2541,,,,122
RENAULT,R4,All variants,1962 to 1967,6603,,,,,,122
RENAULT,R8,All variants,1964 to 1966,6603,,,,,,122
RENAULT,SCENIC,Petrol,2001 to 2005,,3554,,5526,,,122
RENAULT,SCENIC II,Diesel,2005 to 2009,,3664,,5536,,,122
RENAULT,SCENIC II,Petrol,2005 to 2009,,,3662,,,,122
RENAULT,TRAFIC,All variants,2004 to 2007,,3664,3884,5536 3888,,,122
RENAULT,TRAFIC,All variants,2007 to 2015,,,3884,3888,Drive car and turn lock to lock to clear ESP code.,,122
RENAULT,TRAFIC,"X82, Diesel",2015 onward,,,,4036 5556,"Some variants fit 4036, others fit 5556.",,122
RENAULT,VIRAGE,All variants,1978 to 1980,,,2134,,,,122
ROLLS-ROYCE,CAMARGUE,All variants,1975 to 1985,,4703,,5593,,,122
ROLLS-ROYCE,CORNICHE,2D Convertible,1971 to 2003,,3664,3884,5536 3888,,,122
ROLLS-ROYCE,CORNICHE,2D Sedan,1971 to 2003,,4703,,5593,,,122
ROLLS-ROYCE,DAWN,All variants,2015 onward,,,,3888,,,122
ROLLS-ROYCE,FLYING SPUR,All variants,1994 to 1995,,4503,,,,,122
ROLLS-ROYCE,GHOST,All variants,2010 onward,,,,3888,,,122
ROLLS-ROYCE,MULLINER,All variants,1966 to 1971,,4703,,5593,,,122
ROLLS-ROYCE,PARK WARD,All variants,2000 to 2003,,3664,3884,5536 3888,,,122
ROLLS-ROYCE,PHANTOM,All variants,2004 to 2015,,,3884,3888,,,122
ROLLS-ROYCE,PHANTOM,All variants,2015 onward,,,,3888 5536,5536 is auxiliary battery.,,122
--- page 122 row count: 28 (photo verified top-to-bottom) ---

=== PAGE 121 ===
RENAULT,GRAND SCENIC II,All variants,2007 to 2010,,,3552,,,,121
RENAULT,KADJAR,All variants,2019 onward,,,,4036,,,121
RENAULT,KANGOO,"Petrol, Diesel",2004 to 2010,,3554,,5526,,,121
RENAULT,KANGOO,"X61, 1.6L, Petrol",2010 to 2014,,3554,,5526,,,121
RENAULT,KANGOO,"X61, Diesel",2010 to 2014,,3664,,5536,,,121
RENAULT,KANGOO,"X61 upgrade, 1.2L Petrol",2014 onward,,,,4036,,,121
RENAULT,KANGOO,"X61 upgrade, 1.6L, Petrol",2014 onward,,3554,,5526,,,121
RENAULT,KANGOO,"X61 upgrade, Maxi, Diesel",2014 onward,,3664,,5536,,,121
RENAULT,KOLEOS,H45,2008 to 2015,,3664 4504,,5536 5582,"Some variants fit 3664, others fit 4504.",,121
RENAULT,KOLEOS,"H45 upgrade, Petrol",2015 to 2016,,4504,,5582,,,121
RENAULT,KOLEOS,"XZG, Diesel",2016 onward,,,,5536,,,121
RENAULT,KOLEOS,"XZG, Petrol",2016 onward,,3554,,5526,"Some variants fit 3554, some fit 5526.",,121
RENAULT,LAGUNA,All variants,1995 to 1996,,,3662,,,,121
RENAULT,LAGUNA,All variants,2002 to 2011,,,3662,,,,121
RENAULT,LATITUDE,2.0L Diesel,2011 to 2016,,,3772,,,,121
RENAULT,LATITUDE,"All other variants, Petrol",2011 to 2016,,,,4036 5536,"4036, 5536 required to meet CCA requirement.",,121
RENAULT,LATITUDE,"Luxe variant (with sunroof), Petrol",2011 to 2016,,,3884,,"Battery in the boot, RH side.",,121
RENAULT,MASTER,All variants,2004 onward,,,3884,3888 5566,"Multiple fitment options. Battery located under passenger seat. Some vehicles take LN5 EFB, use 3888 or refer to dealer.",,121
RENAULT,MEGANE,2D Cabriolet,2001 to 2003,,3372,3552,,,,121
RENAULT,MEGANE,2D Cabriolet,2003 to 2006,,3372,3552,,,,121
RENAULT,MEGANE,"Cabriolet, Sedan",2003 to 2006,,3372,3552,,,,121
RENAULT,MEGANE,"X84, Hatch, Petrol",2003 to 2006,,3372,3552,,,,121
RENAULT,MEGANE,"X84, Sedan, Petrol",2003 to 2006,,,3662,,,,121
RENAULT,MEGANE,2D Cabriolet,2006 to 2010,,3372,3552,,,,121
RENAULT,MEGANE,"X84, Diesel, Sedan, Hatch",2006 to 2010,,3664,,5536,Battery is a tight fit.,,121
RENAULT,MEGANE,"X84, Petrol, Hatch",2006 to 2010,,3372,3552,,,,121
RENAULT,MEGANE,"X84, Sedan, Petrol",2006 to 2010,,,3662,,,,121
RENAULT,MEGANE,"X32, 5D Hatch, Diesel",2010 to 2013,,3664,,5536,,,121
RENAULT,MEGANE,"X32, 5D Hatch, Petrol",2010 to 2013,,3664,,5536,,,121
--- page 121 row count: 29 (photo verified top-to-bottom; p120 tail row visible above binding: RENAULT FUEGO All variants 1982-1987 = 2501/2541) ---

=== PAGE 120 ===
RENAULT,15,All variants,1973 to 1976,,,2134,,,,120
RENAULT,16,All variants,1968 to 1977,,,2134,,,,120
RENAULT,17,All variants,1973 to 1976,,,2134,,,,120
RENAULT,18,All variants,1980 to 1983,,,2134,,,,120
RENAULT,19,All variants,1991 to 1996,,3372,3552,,,,120
RENAULT,20,All variants,1979 to 1983,,5344,,,,,120
RENAULT,21,All variants,1988 to 1991,,3554 3664,,5526 5536,,,120
RENAULT,25,All variants,1990 to 1991,,2501,2541,,,,120
RENAULT,ARKANA,All variants,2021 onward,,,,4026,,,120
RENAULT,CAPTUR,"X87, J87, All variants",2015 to 2018,,,,4036,Must use EFB.,,120
RENAULT,CAPTUR,"XJB, All variants",2020 onward,,3554,,,,,120
RENAULT,CARAVELLE,All variants,1962 to 1967,,2501,2541,,,,120
RENAULT,CLIO,"1.4L, 1.6L, Petrol",2001 to 2013,,3372,3552,,,,120
RENAULT,CLIO,"Sport, RS, 2.0L, Petrol",2001 to 2013,,,3552,,,,120
RENAULT,CLIO,"X98, 0.9 L, Man Trans, Authentique, Stop Start",2013 to 2016,,,,4026,"Stop Start, must use EFB.",,120
RENAULT,CLIO,"X98, 0.9 L, Man Trans, Expression, Stop Start",2013 to 2016,,,,4026,"Stop Start, must use EFB.",,120
RENAULT,CLIO,"X98, 1.2L, Auto Trans, Dynamique",2013 to 2016,,,,5536,Must use AGM.,,120
RENAULT,CLIO,"X98, 1.2L, Auto Trans, Expression",2013 to 2016,,,,4036,Must use EFB.,,120
RENAULT,CLIO,"X98, 1.2L, Auto Trans, GT",2013 to 2016,,,,4036,Must use EFB.,,120
RENAULT,CLIO,"X98, 1.6L, RS",2013 to 2016,,,,5526,Must use AGM.,,120
RENAULT,CLIO,"B98, 0.9 L, Man Trans, Expression, Stop Start",2017 onward,,,,4026,,,120
RENAULT,CLIO,"B98, 1.2L, All variants",2017 onward,,,,4036,,,120
RENAULT,CLIO,"B98, 1.6L, RS",2017 onward,,,,5526,,,120
RENAULT,DAUPHINE,All variants,1960 to 1964,6603,,,,,,120
RENAULT,FLORIDE,All variants,1960 to 1962,,2501,2541,,,,120
RENAULT,FLUENCE,All variants,2010 onward,,3664,,5536,,,120
RENAULT,FUEGO,All variants,1982 to 1987,,2501,2541,,,,120
--- page 120 row count: 27 (photo verified top-to-bottom; matches FUEGO tail seen on p121 photo) ---

=== PAGE 119 ===
RANGE ROVER,RANGE ROVER SPORT,"LW, 2.0L, Petrol",2013 onward,,,,3888,"Battery is a tight fit. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515) - refer to MasterFit.",Yes,119
RANGE ROVER,RANGE ROVER SPORT,"LW, Diesel",2013 onward,,,,3888,"Battery is a tight fit. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515) - refer to MasterFit.",Yes,119
RANGE ROVER,RANGE ROVER SPORT,"LW, V6, Petrol",2013 onward,,,3772,5556,"Battery is a tight fit. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515) - refer to MasterFit.",Yes,119
RANGE ROVER,RANGE ROVER SPORT,"LW, V8, Petrol",2013 onward,,,3884,3888,"Battery is a tight fit. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515) - refer to MasterFit.",Yes,119
RANGE ROVER,RANGE ROVER VOGUE,All variants,1985 to 1995,,4703,,5593,,,119
RANGE ROVER,RANGE ROVER VOGUE,All variants,1995 to 2002,,,3884,3888,,,119
RANGE ROVER,RANGE ROVER VOGUE,All variants,2002 to 2009,,,3884,3888,"Engine hood must be set to service position to access battery, see pdf. DO NOT jump start directly to battery - use jump points.",,119
RANGE ROVER,RANGE ROVER VOGUE,All variants,2009 to 2013,,,3884,3888,DO NOT jump start directly to battery - use jump points.,Yes,119
RANGE ROVER,RANGE ROVER VOGUE,"LG, Diesel",2013 onward,,,,3888,"2 Batteries - Starter & Aux. (see pdf). Must use AGM. DO NOT jump start directly to battery - use jump points.",Yes,119
RANGE ROVER,RANGE ROVER VOGUE,"LG, Petrol",2013 onward,,,3884,3888,"2 Batteries - Starter & Aux. (see pdf). Must use AGM. DO NOT jump start directly to battery - use jump points.",Yes,119
RANGE ROVER,VELAR,"Diesel, 2.0L",2017 onward,,,,5556,Health and saftey issues. Refer to MasterFit.,Yes,119
RANGE ROVER,VELAR,"Diesel, V6, 3.0L",2017 onward,,,,3888,Health and saftey issues. Refer to MasterFit.,Yes,119
RANGE ROVER,VELAR,Petrol,2017 onward,,,,5556,Health and saftey issues. Refer to MasterFit.,Yes,119
RENAULT,"1,4",All variants,1976 to 1977,,,2134,,,,119
RENAULT,10,All variants,1966 to 1971,,,2134,,,,119
RENAULT,12,All variants,1970 to 1976,,,2134,,,,119
--- page 119 row count: 16 (photo verified; RANGE ROVER kept as make (guide has a RANGE ROVER section band on p118, separate from LAND ROVER); Renault first model printed literally as "1,4") ---

=== PAGE 118 ===
RANGE ROVER,EVOQUE,Diesel,2011 to 2013,,,,5556,"Must use AGM. CAUTION - refer to MasterFit before Jump Starting. 8515 is auxilary battery adjacent to main battery.",Yes,118
RANGE ROVER,EVOQUE,Petrol,2011 to 2013,,,3772,5556,"Some variants use AGM. CAUTION - refer to MasterFit before Jump Starting. 8515 is auxilary battery adjacent to main battery.",Yes,118
RANGE ROVER,EVOQUE,Diesel,2013 to 2018,,,,5556,"Must use AGM. CAUTION - refer to MasterFit before Jump Starting. 8515 is auxilary battery adjacent to main battery.",Yes,118
RANGE ROVER,EVOQUE,Petrol,2013 to 2018,,,,5556,"Must use AGM. CAUTION - refer to MasterFit before Jump Starting. 8515 is auxilary battery adjacent to main battery.",Yes,118
RANGE ROVER,HIGHLINE,Carbi,1984 to 1985,,4703,,5593,,,118
RANGE ROVER,HIGHLINE,EFI,1986 to 1989,,4503,,,,,118
RANGE ROVER,LAUNCH PACK,All variants,1983 to 1985,,4703,,5593,,,118
RANGE ROVER,RANGE ROVER,All variants,1972 to 1985,,4703,,5593,,,118
RANGE ROVER,RANGE ROVER,Diesel,1985 to 1995,,4703,,5593,Requires 2 batteries.,,118
RANGE ROVER,RANGE ROVER,Petrol,1985 to 1995,,4703,,5593,,,118
RANGE ROVER,RANGE ROVER,"HSE, Petrol",1995 to 2002,,4703,,5593,,,118
